"company","_freq","uname"
"Vivendi Games",105,"VIVENDI GAMES"
"Danfoss Drives A/S",105,"DANFOSS DRIVES AS"
"Warburg Pincus",105,"WARBURG PINCUS"
"Convergent Communica",105,"CONVERGENT COMMUNICA"
"Vistage Internationa",105,"VISTAGE INTERNATIONA"
"Own",105,"OWN"
"House of Blues",105,"HOUSE OF BLUES"
"Collegiate Funding S",105,"COLLEGIATE FUNDING S"
"AIG American General",105,"AIG AMERICAN GENERAL"
"Bingham McCutchen",105,"BINGHAM MCCUTCHEN"
"NHS Connecting for H",105,"NHS CONNECTING FOR H"
"Unibanco S/A",105,"UNIBANCO SA"
"Dominion",105,"DOMINION"
"GTZ",105,"GTZ"
"Ascentium",106,"ASCENTIUM"
"Washingtonpost.Newsw",106,"WASHINGTONPOSTNEWSW"
"Filenet",106,"FILENET"
"Fiberlink",106,"FIBERLINK"
"Tata Teleservices Lt",106,"TATA TELESERVICES LT"
"USG Corporation",106,"USG CORPORATION"
"AMGEN",106,"AMGEN"
"ArcSight",106,"ARCSIGHT"
"USIS",106,"USIS"
"Spectrum Health",106,"SPECTRUM HEALTH"
"Odyssey Asset Manage",106,"ODYSSEY ASSET MANAGE"
"Mannatech",106,"MANNATECH"
"SDA Bocconi",106,"SDA BOCCONI"
"Candle",106,"CANDLE"
"University of Joensu",106,"UNIVERSITY OF JOENSU"
"Allianz Life Insuran",106,"ALLIANZ LIFE INSURAN"
"Walgreen Co.",106,"WALGREEN CO"
"ordina",106,"ORDINA"
"Focus on the Family",106,"FOCUS ON THE FAMILY"
"U.S. Postal Service",106,"US POSTAL SERVICE"
"Neuberger Berman",106,"NEUBERGER BERMAN"
"Kingston University",106,"KINGSTON UNIVERSITY"
"Not Disclosed",106,"NOT DISCLOSED"
"Cozen O'Connor",106,"COZEN O'CONNOR"
"Macaw",106,"MACAW"
"Development Bank of",106,"DEVELOPMENT BANK OF"
"Lloyds Bank",106,"LLOYDS BANK"
"Finisar Corporation",106,"FINISAR CORPORATION"
"Department of the Ar",106,"DEPARTMENT OF THE AR"
"ORSYP",106,"ORSYP"
"Misys International",106,"MISYS INTERNATIONAL"
"Devoteam Consulting",106,"DEVOTEAM CONSULTING"
"CIGNA Corporation",106,"CIGNA CORPORATION"
"Alston & Bird LLP",106,"ALSTON & BIRD LLP"
"Wal-Mart Stores Inc.",106,"WAL MART STORES INC"
"Aventail Corporation",106,"AVENTAIL CORPORATION"
"Center for Creative",106,"CENTER FOR CREATIVE"
"Heartland Payment Sy",106,"HEARTLAND PAYMENT SY"
"Entex Information Se",106,"ENTEX INFORMATION SE"
"Green Hills Software",106,"GREEN HILLS SOFTWARE"
"Equity Office",106,"EQUITY OFFICE"
"APW",106,"APW"
"GE Capital Bank",106,"GE CAPITAL BANK"
"SMS.ac",106,"SMSAC"
"BJ's Wholesale Club",106,"BJ'S WHOLESALE CLUB"
"NCI",106,"NCI"
"ALTANA Pharma",106,"ALTANA PHARMA"
"BSO",106,"BSO"
"Osram Sylvania",106,"OSRAM SYLVANIA"
"Mindspeed",106,"MINDSPEED"
"Xiotech",106,"XIOTECH"
"Danish Technological",106,"DANISH TECHNOLOGICAL"
"GE Healthcare Financ",106,"GE HEALTHCARE FINANC"
"Price Waterhouse LLP",106,"PRICE WATERHOUSE LLP"
"Avnet, Inc.",106,"AVNET INC"
"TEKsystems, Inc.",106,"TEKSYSTEMS INC"
"Amway",106,"AMWAY"
"Voca",106,"VOCA"
"Siegel & Gale",106,"SIEGEL & GALE"
"Arbitron",106,"ARBITRON"
"Bacardi",106,"BACARDI"
"University of Readin",106,"UNIVERSITY OF READIN"
"Massachusetts Depart",106,"MASSACHUSETTS DEPART"
"Statens Serum Instit",106,"STATENS SERUM INSTIT"
"IBM Nederland",106,"IBM NEDERLAND"
"Project Performance",106,"PROJECT PERFORMANCE"
"Levi Strauss & Compa",106,"LEVI STRAUSS & COMPA"
"Grubb & Ellis Compan",106,"GRUBB & ELLIS COMPAN"
"EQUANT",106,"EQUANT"
"Intraware",106,"INTRAWARE"
"TECHNIP",106,"TECHNIP"
"Sanofi",106,"SANOFI"
"Ariba Inc",106,"ARIBA INC"
"Siemens Transportati",106,"SIEMENS TRANSPORTATI"
"ICOS Corporation",106,"ICOS CORPORATION"
"CAST",106,"CAST"
"Solar Turbines",106,"SOLAR TURBINES"
"Blackstone Technolog",107,"BLACKSTONE TECHNOLOG"
"Capgemini UK plc",107,"CAPGEMINI UK PLC"
"America Online Inc.",107,"AMERICA ONLINE INC"
"DRC",107,"DRC"
"Bank of Hawaii",107,"BANK OF HAWAII"
"Broderbund Software",107,"BRODERBUND SOFTWARE"
"Merrill Lynch Capita",107,"MERRILL LYNCH CAPITA"
"Ernst and Young LLP",107,"ERNST AND YOUNG LLP"
"Rosenbluth Internati",107,"ROSENBLUTH INTERNATI"
"Intuitive Surgical",107,"INTUITIVE SURGICAL"
"BSB",107,"BSB"
"MMI",107,"MMI"
"Tickets.com",107,"TICKETS"
"Koch Industries",107,"KOCH INDUSTRIES"
"Watson Pharmaceutica",107,"WATSON PHARMACEUTICA"
"Springer",107,"SPRINGER"
"NERA Economic Consul",107,"NERA ECONOMIC CONSUL"
"ISP",107,"ISP"
"Wegener",107,"WEGENER"
"Westfield",107,"WESTFIELD"
"Kohler Company",107,"KOHLER COMPANY"
"Harmonic",107,"HARMONIC"
"Electricite de Franc",107,"ELECTRICITE DE FRANC"
"Banesto",107,"BANESTO"
"US Department of Com",107,"US DEPARTMENT OF COM"
"Ness Global Services",107,"NESS GLOBAL SERVICES"
"SmalS-MvM",107,"SMALS MVM"
"veritas",107,"VERITAS"
"think3",107,"THINK3"
"STA Travel",107,"STA TRAVEL"
"Boole & Babbage",107,"BOOLE & BABBAGE"
"Song Networks",107,"SONG NETWORKS"
"North Fork Bank",107,"NORTH FORK BANK"
"Kongsberg Defence &",107,"KONGSBERG DEFENCE &"
"Prepaid Legal Servic",107,"PREPAID LEGAL SERVIC"
"Jewish Community Cen",107,"JEWISH COMMUNITY CEN"
"NYU School of Medici",107,"NYU SCHOOL OF MEDICI"
"GFI Informatique",107,"GFI INFORMATIQUE"
"NN",107,"NN"
"U S WEST",107,"U S WEST"
"Wyndham Internationa",107,"WYNDHAM INTERNATIONA"
"Integrated Computer",107,"INTEGRATED COMPUTER"
"Gerdau",107,"GERDAU"
"Verispan",107,"VERISPAN"
"WM Data",107,"WM DATA"
"UTi",107,"UTI"
"Atari, Inc.",107,"ATARI INC"
"AmeriCredit",107,"AMERICREDIT"
"TATA",107,"TATA"
"ShopNBC",107,"SHOPNBC"
"Financial Institutio",107,"FINANCIAL INSTITUTIO"
"Astek",107,"ASTEK"
"Jobing.com",107,"JOBING"
"Optio Software",107,"OPTIO SOFTWARE"
"Otis Elevator Compan",107,"OTIS ELEVATOR COMPAN"
"AOL, Inc.",107,"AOL INC"
"abb",107,"ABB"
"Panduit",107,"PANDUIT"
"Port of Rotterdam",107,"PORT OF ROTTERDAM"
"International Univer",107,"INTERNATIONAL UNIVER"
"SITEL Corporation",107,"SITEL CORPORATION"
"Thales Avionics",107,"THALES AVIONICS"
"Visual Concepts",107,"VISUAL CONCEPTS"
"Datavantage",107,"DATAVANTAGE"
"McDATA Corp",107,"MCDATA CORP"
"Southwest Securities",107,"SOUTHWEST SECURITIES"
"Cedar Point Communic",107,"CEDAR POINT COMMUNIC"
"Olympus",107,"OLYMPUS"
"Loreal",107,"LOREAL"
"Shinsei Bank",107,"SHINSEI BANK"
"Softbank",107,"SOFTBANK"
"ON Technology",107,"ON TECHNOLOGY"
"Mobil Oil Corporatio",107,"MOBIL OIL CORPORATIO"
"SYMANTEC",107,"SYMANTEC"
"Boston Globe",107,"BOSTON GLOBE"
"Barclays Bank plc",107,"BARCLAYS BANK PLC"
"Roundarch",107,"ROUNDARCH"
"Prodigy",107,"PRODIGY"
"Health Net, Inc.",107,"HEALTH NET INC"
"Children's Memorial",107,"CHILDREN'S MEMORIAL"
"Pitney Bowes Inc.",107,"PITNEY BOWES INC"
"US Bancorp",107,"US BANCORP"
"Paul, Weiss, Rifkind",107,"PAUL WEISS RIFKIND"
"NAS Recruitment Comm",107,"NAS RECRUITMENT COMM"
"TMNS",107,"TMNS"
"Long and Foster",107,"LONG AND FOSTER"
"IVECO",107,"IVECO"
"SHIFT Communications",107,"SHIFT COMMUNICATIONS"
"various companies",107,"VARIOUS COMPANIES"
"RCMP",107,"RCMP"
"Wells Fargo & Compan",107,"WELLS FARGO & COMPAN"
"Convex",107,"CONVEX"
"Bezeq International",107,"BEZEQ INTERNATIONAL"
"Brunswick",107,"BRUNSWICK"
"Certegy",108,"CERTEGY"
"consultant",108,"CONSULTANT"
"digital equipment",108,"DIGITAL EQUIPMENT"
"Aetna Inc.",108,"AETNA INC"
"i-flex",108,"I FLEX"
"Planned Parenthood o",108,"PLANNED PARENTHOOD O"
"John Wiley & Sons, I",108,"JOHN WILEY & SONS I"
"The Corporate Execut",108,"THE CORPORATE EXECUT"
"New Mexico State Uni",108,"NEW MEXICO STATE UNI"
"The Mathworks",108,"THE MATHWORKS"
"Deluxe Media Service",108,"DELUXE MEDIA SERVICE"
"Vodafone Czech Repub",108,"VODAFONE CZECH REPUB"
"Campbell Mithun",108,"CAMPBELL MITHUN"
"State of Minnesota",108,"STATE OF MINNESOTA"
"TRG",108,"TRG"
"Johns Hopkins",108,"JOHNS HOPKINS"
"Norsk Hydro ASA",108,"NORSK HYDRO ASA"
"OCBC",108,"OCBC"
"Ogilvy and Mather",108,"OGILVY AND MATHER"
"Arqiva",108,"ARQIVA"
"Finjan",108,"FINJAN"
"Standard Register Co",108,"STANDARD REGISTER CO"
"E! Entertainment Tel",108,"E ENTERTAINMENT TEL"
"ISG",108,"ISG"
"Europcar",108,"EUROPCAR"
"TDC Services A/S",108,"TDC SERVICES AS"
"NetQoS",108,"NETQOS"
"Law Offices",108,"LAW OFFICES"
"VUB",108,"VUB"
"Quinstreet",108,"QUINSTREET"
"Omnicell",108,"OMNICELL"
"Viacom Outdoor",108,"VIACOM OUTDOOR"
"MapInfo Corporation",108,"MAPINFO CORPORATION"
"cingular",108,"CINGULAR"
"Environmental Resour",108,"ENVIRONMENTAL RESOUR"
"Burberry",108,"BURBERRY"
"Freedom 55 Financial",108,"FREEDOM 55 FINANCIAL"
"Cellnet",108,"CELLNET"
"Optimus Telecomunica",108,"OPTIMUS TELECOMUNICA"
"NEC Solutions Americ",108,"NEC SOLUTIONS AMERIC"
"Gallup",108,"GALLUP"
"Aventis Pasteur",108,"AVENTIS PASTEUR"
"Turin Networks",108,"TURIN NETWORKS"
"Morgan Stanley & Co.",108,"MORGAN STANLEY & CO"
"Telvent",108,"TELVENT"
"CES",108,"CES"
"Zurich Insurance Com",108,"ZURICH INSURANCE COM"
"Maximus",108,"MAXIMUS"
"Movilnet",108,"MOVILNET"
"Oracle India Private",108,"ORACLE INDIA PRIVATE"
"State of Washington",108,"STATE OF WASHINGTON"
"Eaton Corp",108,"EATON CORP"
"Telus Communications",108,"TELUS COMMUNICATIONS"
"North Highland",108,"NORTH HIGHLAND"
"Enbridge",108,"ENBRIDGE"
"Mercer Health & Bene",108,"MERCER HEALTH & BENE"
"Axway",108,"AXWAY"
"SNC-Lavalin",108,"SNC LAVALIN"
"Aeroplan",108,"AEROPLAN"
"Bayer MaterialScienc",108,"BAYER MATERIALSCIENC"
"County of San Diego",108,"COUNTY OF SAN DIEGO"
"PMC",108,"PMC"
"Jagiellonian Univers",108,"JAGIELLONIAN UNIVERS"
"Transport Canada",108,"TRANSPORT CANADA"
"Capgemini Ernst & Yo",108,"CAPGEMINI ERNST & YO"
"ABI",108,"ABI"
"Old Dominion Univers",108,"OLD DOMINION UNIVERS"
"Siemens Nixdorf Info",108,"SIEMENS NIXDORF INFO"
"Maritz Inc.",108,"MARITZ INC"
"Compass",108,"COMPASS"
"Standard & Poors",108,"STANDARD & POORS"
"Teva Pharmaceuticals",108,"TEVA PHARMACEUTICALS"
"CareerBuilder",108,"CAREERBUILDER"
"The Yankee Group",108,"THE YANKEE GROUP"
"Financial Dynamics",108,"FINANCIAL DYNAMICS"
"EchoStar",108,"ECHOSTAR"
"Trintech",109,"TRINTECH"
"bull",109,"BULL"
"EMC2",109,"EMC2"
"WebCentral",109,"WEBCENTRAL"
"Expeditors",109,"EXPEDITORS"
"Workshare",109,"WORKSHARE"
"California ISO",109,"CALIFORNIA ISO"
"yes",109,"YES"
"Kompania Piwowarska",109,"KOMPANIA PIWOWARSKA"
"State Compensation I",109,"STATE COMPENSATION I"
"Premier Mortgage Fun",109,"PREMIER MORTGAGE FUN"
"Bouvet AS",109,"BOUVET AS"
"American Lung Associ",109,"AMERICAN LUNG ASSOCI"
"AIC",109,"AIC"
"Alphawest",109,"ALPHAWEST"
"Conservation Interna",109,"CONSERVATION INTERNA"
"xpedx",109,"XPEDX"
"FAO",109,"FAO"
"US Senate",109,"US SENATE"
"Terma",109,"TERMA"
"Sun Micro",109,"SUN MICRO"
"Webvan",109,"WEBVAN"
"Encyclopaedia Britan",109,"ENCYCLOPAEDIA BRITAN"
"EPRI",109,"EPRI"
"Hutchison 3G Austria",109,"HUTCHISON 3G AUSTRIA"
"Thomson Healthcare",109,"THOMSON HEALTHCARE"
"Universiteit Utrecht",109,"UNIVERSITEIT UTRECHT"
"Associated Bank",109,"ASSOCIATED BANK"
"Chemtura",109,"CHEMTURA"
"Eurosport",109,"EUROSPORT"
"Midway Home Entertai",109,"MIDWAY HOME ENTERTAI"
"Ryder Integrated Log",109,"RYDER INTEGRATED LOG"
"Seagate Technologies",109,"SEAGATE TECHNOLOGIES"
"Group 4 Securicor",109,"GROUP 4 SECURICOR"
"State of Oregon",109,"STATE OF OREGON"
"JCDecaux",109,"JCDECAUX"
"TJX Companies",109,"TJX COMPANIES"
"Fallon",109,"FALLON"
"Sendmail, Inc.",109,"SENDMAIL INC"
"SIS",109,"SIS"
"State Government",109,"STATE GOVERNMENT"
"SolidWorks",109,"SOLIDWORKS"
"NEC Electronics Amer",109,"NEC ELECTRONICS AMER"
"INCAT",109,"INCAT"
"Cantv",109,"CANTV"
"Touche Ross",109,"TOUCHE ROSS"
"Citco Fund Services",109,"CITCO FUND SERVICES"
"Websense, Inc.",109,"WEBSENSE INC"
"Genencor Internation",109,"GENENCOR INTERNATION"
"Cybercity A/S",109,"CYBERCITY AS"
"Red Cross",109,"RED CROSS"
"Sigma Systems",109,"SIGMA SYSTEMS"
"Norwegian Cruise Lin",109,"NORWEGIAN CRUISE LIN"
"Skadden, Arps",109,"SKADDEN ARPS"
"USDA Forest Service",109,"USDA FOREST SERVICE"
"Arkema",109,"ARKEMA"
"ESR",109,"ESR"
"Bridgestone",109,"BRIDGESTONE"
"Vanguard Car Rental",109,"VANGUARD CAR RENTAL"
"GES Exposition Servi",109,"GES EXPOSITION SERVI"
"IT Company",109,"IT COMPANY"
"ICT Embedded",109,"ICT EMBEDDED"
"MWW Group",109,"MWW GROUP"
"Defense Information",109,"DEFENSE INFORMATION"
"House of Representat",109,"HOUSE OF REPRESENTAT"
"MMA",109,"MMA"
"Cargill, Inc.",109,"CARGILL INC"
"CyberSource",109,"CYBERSOURCE"
"The Computer Merchan",109,"THE COMPUTER MERCHAN"
"Newgen Software Tech",109,"NEWGEN SOFTWARE TECH"
"Symrise",109,"SYMRISE"
"Orange Romania SA",109,"ORANGE ROMANIA SA"
"SunGard SCT",109,"SUNGARD SCT"
"Gradiente Eletronica",109,"GRADIENTE ELETRONICA"
"Siemens Canada",109,"SIEMENS CANADA"
"University of Lausan",109,"UNIVERSITY OF LAUSAN"
"Apriso",109,"APRISO"
"Arena Solutions",109,"ARENA SOLUTIONS"
"Frankel",109,"FRANKEL"
"Sun Microsystems Ind",109,"SUN MICROSYSTEMS IND"
"ORMIT",109,"ORMIT"
"The Arizona Republic",109,"THE ARIZONA REPUBLIC"
"Ikanos Communication",109,"IKANOS COMMUNICATION"
"Griffith Laboratorie",109,"GRIFFITH LABORATORIE"
"Russell Reynolds",109,"RUSSELL REYNOLDS"
"Telenor Nordic",109,"TELENOR NORDIC"
"St. John's Universit",109,"ST JOHN'S UNIVERSIT"
"Chapman University",110,"CHAPMAN UNIVERSITY"
"Nexans",110,"NEXANS"
"Interval Internation",110,"INTERVAL INTERNATION"
"De Nederlandsche Ban",110,"DE NEDERLANDSCHE BAN"
"IDBS",110,"IDBS"
"FT Interactive Data",110,"FT INTERACTIVE DATA"
"C-Cube Microsystems",110,"C CUBE MICROSYSTEMS"
"Finland Post Corpora",110,"FINLAND POST CORPORA"
"Destinator Technolog",110,"DESTINATOR TECHNOLOG"
"University of Dallas",110,"UNIVERSITY OF DALLAS"
"ESS",110,"ESS"
"Oracle Corporation (",110,"ORACLE CORPORATION"
"Wood Mackenzie",110,"WOOD MACKENZIE"
"Milliken & Company",110,"MILLIKEN & COMPANY"
"Confederation of Dan",110,"CONFEDERATION OF DAN"
"Brother Internationa",110,"BROTHER INTERNATIONA"
"Ericsson GmbH",110,"ERICSSON GMBH"
"PDS Technical Servic",110,"PDS TECHNICAL SERVIC"
"BCV",110,"BCV"
"AT&T Corporation",110,"AT&T CORPORATION"
"EMC Software Group",110,"EMC SOFTWARE GROUP"
"J.P. Morgan Securiti",110,"JP MORGAN SECURITI"
"Rainmaker Systems",110,"RAINMAKER SYSTEMS"
"Grey Global Group",110,"GREY GLOBAL GROUP"
"SRI",110,"SRI"
"price waterhouse",110,"PRICE WATERHOUSE"
"Commonwealth Financi",110,"COMMONWEALTH FINANCI"
"Camargo Correa",110,"CAMARGO CORREA"
"Aspentech",110,"ASPENTECH"
"Haworth",110,"HAWORTH"
"autodesk",110,"AUTODESK"
"Merril Lynch",110,"MERRIL LYNCH"
"Aztecsoft",110,"AZTECSOFT"
"Curves",110,"CURVES"
"IBM Global Financing",110,"IBM GLOBAL FINANCING"
"Renault SAS",110,"RENAULT SAS"
"Cornerstone Consulti",110,"CORNERSTONE CONSULTI"
"Medical Broadcasting",110,"MEDICAL BROADCASTING"
"RTI",110,"RTI"
"CC",110,"CC"
"Actaris",110,"ACTARIS"
"Genesis Microchip",110,"GENESIS MICROCHIP"
"KLM Cargo",110,"KLM CARGO"
"Vanguard Animation",110,"VANGUARD ANIMATION"
"ResMed",110,"RESMED"
"Autotrader.com",110,"AUTOTRADER"
"Blockbuster Entertai",110,"BLOCKBUSTER ENTERTAI"
"Rijksuniversiteit Gr",110,"RIJKSUNIVERSITEIT GR"
"American Student Ass",110,"AMERICAN STUDENT ASS"
"Banco Santander Bras",110,"BANCO SANTANDER BRAS"
"e-office",110,"E OFFICE"
"Harvard",110,"HARVARD"
"Hasbro, Inc.",110,"HASBRO INC"
"Lexis-Nexis",110,"LEXIS NEXIS"
"The TriZetto Group",110,"THE TRIZETTO GROUP"
"Ericsson Communicati",110,"ERICSSON COMMUNICATI"
"Greenfield Online",110,"GREENFIELD ONLINE"
"JPMorgan Chase Bank,",110,"JPMORGAN CHASE BANK"
"CANAL+",110,"CANAL"
"Tesco Stores Ltd",110,"TESCO STORES LTD"
"Varian, Inc.",110,"VARIAN INC"
"Unisys Belgium",110,"UNISYS BELGIUM"
"Montgomery County Pu",110,"MONTGOMERY COUNTY PU"
"DnB NOR Bank ASA",110,"DNB NOR BANK ASA"
"General Instrument",110,"GENERAL INSTRUMENT"
"Thelen Reid & Priest",110,"THELEN REID & PRIEST"
"NBC News",110,"NBC NEWS"
"ITC Infotech",110,"ITC INFOTECH"
"Cray Inc.",110,"CRAY INC"
"LM Ericsson",110,"LM ERICSSON"
"ATM S.A.",110,"ATM SA"
"Greenwich Associates",110,"GREENWICH ASSOCIATES"
"Performance Technolo",110,"PERFORMANCE TECHNOLO"
"Northern Arizona Uni",110,"NORTHERN ARIZONA UNI"
"Bell Communications",110,"BELL COMMUNICATIONS"
"SunTrust Mortgage",110,"SUNTRUST MORTGAGE"
"PRG-Schultz",110,"PRG SCHULTZ"
"Economist Intelligen",110,"ECONOMIST INTELLIGEN"
"ITL",110,"ITL"
"British Energy",110,"BRITISH ENERGY"
"French Navy",110,"FRENCH NAVY"
"Perkin Elmer",110,"PERKIN ELMER"
"Microsoft India",110,"MICROSOFT INDIA"
"VeriSign Inc.",110,"VERISIGN INC"
"FNAC",110,"FNAC"
"Media Contacts",111,"MEDIA CONTACTS"
"GE Transportation",111,"GE TRANSPORTATION"
"Datamat",111,"DATAMAT"
"Nestle Purina Petcar",111,"NESTLE PURINA PETCAR"
"Calico Commerce",111,"CALICO COMMERCE"
"Tundra Semiconductor",111,"TUNDRA SEMICONDUCTOR"
"Donovan Data Systems",111,"DONOVAN DATA SYSTEMS"
"Mount Sinai Medical",111,"MOUNT SINAI MEDICAL"
"Regis University",111,"REGIS UNIVERSITY"
"IRIS",111,"IRIS"
"UTS",111,"UTS"
"Philips CE",111,"PHILIPS CE"
"AXA IM",111,"AXA IM"
"NCH",111,"NCH"
"HypoVereinsbank",111,"HYPOVEREINSBANK"
"Nelvana",111,"NELVANA"
"Amdocs, Inc.",111,"AMDOCS INC"
"Devon Energy",111,"DEVON ENERGY"
"Vertical Communicati",111,"VERTICAL COMMUNICATI"
"Tata Elxsi",111,"TATA ELXSI"
"AOL Germany",111,"AOL GERMANY"
"Pannaway Technologie",111,"PANNAWAY TECHNOLOGIE"
"Mobil",111,"MOBIL"
"Thales Information S",111,"THALES INFORMATION S"
"Ministerie van Defen",111,"MINISTERIE VAN DEFEN"
"Sun Microsystems Ita",111,"SUN MICROSYSTEMS ITA"
"SCSL",111,"SCSL"
"PC Mall",111,"PC MALL"
"Lansforsakringar",111,"LANSFORSAKRINGAR"
"Hewlett-Packard Asia",111,"HEWLETT PACKARD ASIA"
"UHC",111,"UHC"
"Careerbuilder",111,"CAREERBUILDER"
"General Dynamics Inf",111,"GENERAL DYNAMICS INF"
"International Academ",111,"INTERNATIONAL ACADEM"
"Imperial Tobacco",111,"IMPERIAL TOBACCO"
"Contract",111,"CONTRACT"
"Cognex Corporation",111,"COGNEX CORPORATION"
"De Telegraaf",111,"DE TELEGRAAF"
"Debenhams",111,"DEBENHAMS"
"RBI",111,"RBI"
"World Online",111,"WORLD ONLINE"
"Exact",111,"EXACT"
"Wolters Kluwer Finan",111,"WOLTERS KLUWER FINAN"
"General Dynamics Lan",111,"GENERAL DYNAMICS LAN"
"Dixons",111,"DIXONS"
"State of Florida",111,"STATE OF FLORIDA"
"Dow Jones & Co.",111,"DOW JONES & CO"
"target",111,"TARGET"
"Citicorp Overseas So",111,"CITICORP OVERSEAS SO"
"CBI",111,"CBI"
"The Corcoran Group",111,"THE CORCORAN GROUP"
"Seagram",111,"SEAGRAM"
"Independent Consulti",111,"INDEPENDENT CONSULTI"
"Navteq",111,"NAVTEQ"
"VODW Marketing",111,"VODW MARKETING"
"Schwarz Pharma",111,"SCHWARZ PHARMA"
"Ranbaxy Laboratories",111,"RANBAXY LABORATORIES"
"Banco Popular",111,"BANCO POPULAR"
"Protek",111,"PROTEK"
"TDS",111,"TDS"
"Mobifon SA",111,"MOBIFON SA"
"QLogic",111,"QLOGIC"
"Mitsubishi",111,"MITSUBISHI"
"Howard Hughes Medica",111,"HOWARD HUGHES MEDICA"
"Exide Technologies",111,"EXIDE TECHNOLOGIES"
"Glaverbel",111,"GLAVERBEL"
"Unilever Poland",111,"UNILEVER POLAND"
"Quixtar",111,"QUIXTAR"
"Tribune",111,"TRIBUNE"
"SNL Financial",111,"SNL FINANCIAL"
"CODA",111,"CODA"
"ARCO",111,"ARCO"
"QNX Software Systems",111,"QNX SOFTWARE SYSTEMS"
"James Madison Univer",111,"JAMES MADISON UNIVER"
"BEA Systems Inc.",112,"BEA SYSTEMS INC"
"KANA",112,"KANA"
"Scribona",112,"SCRIBONA"
"calyon",112,"CALYON"
"OTIS",112,"OTIS"
"IBM Singapore Pte Lt",112,"IBM SINGAPORE PTE LT"
"Seyfarth Shaw LLP",112,"SEYFARTH SHAW LLP"
"BSH",112,"BSH"
"Hitwise",112,"HITWISE"
"Blockbuster Inc",112,"BLOCKBUSTER INC"
"Marconi Wireless",112,"MARCONI WIRELESS"
"Allstate Financial",112,"ALLSTATE FINANCIAL"
"First Franklin",112,"FIRST FRANKLIN"
"Affinion Group",112,"AFFINION GROUP"
"Envision",112,"ENVISION"
"Triple Point Technol",112,"TRIPLE POINT TECHNOL"
"Bocconi University",112,"BOCCONI UNIVERSITY"
"Bekaert",112,"BEKAERT"
"Coca-Cola North Amer",112,"COCA COLA NORTH AMER"
"NetTest",112,"NETTEST"
"Handelsbanken Capita",112,"HANDELSBANKEN CAPITA"
"TietoEnator AS",112,"TIETOENATOR AS"
"Cyberplex",112,"CYBERPLEX"
"McAfee Inc",112,"MCAFEE INC"
"E! Networks",112,"E NETWORKS"
"BMO Capital Markets",112,"BMO CAPITAL MARKETS"
"TelstraClear",112,"TELSTRACLEAR"
"Affymetrix, Inc.",112,"AFFYMETRIX INC"
"Stewart Title",112,"STEWART TITLE"
"The Collective",112,"THE COLLECTIVE"
"Bank of Canada",112,"BANK OF CANADA"
"Shell IT Internation",112,"SHELL IT INTERNATION"
"DataArt",112,"DATAART"
"Quintiles Transnatio",112,"QUINTILES TRANSNATIO"
"Georgia Pacific Corp",112,"GEORGIA PACIFIC CORP"
"Aubay",112,"AUBAY"
"Newsweek",112,"NEWSWEEK"
"Simon Property Group",112,"SIMON PROPERTY GROUP"
"RHODIA",112,"RHODIA"
"Black Box",112,"BLACK BOX"
"ford",112,"FORD"
"Graham Technology",112,"GRAHAM TECHNOLOGY"
"Creuna",112,"CREUNA"
"MPS",112,"MPS"
"Modulo Security Solu",112,"MODULO SECURITY SOLU"
"Adecco Employment Se",112,"ADECCO EMPLOYMENT SE"
"SMSC",112,"SMSC"
"AlixPartners",112,"ALIXPARTNERS"
"wipro technologies",112,"WIPRO TECHNOLOGIES"
"BEA Systems Inc",112,"BEA SYSTEMS INC"
"Various companies",112,"VARIOUS COMPANIES"
"Children's Medical C",112,"CHILDREN'S MEDICAL C"
"Electronic Arts - Ti",112,"ELECTRONIC ARTS TI"
"Satyam Computers Ser",112,"SATYAM COMPUTERS SER"
"Verticalnet",112,"VERTICALNET"
"ESADE",112,"ESADE"
"Entex",112,"ENTEX"
"Erasmus MC",112,"ERASMUS MC"
"New Jersey Institute",112,"NEW JERSEY INSTITUTE"
"Unit 4 Agresso",112,"UNIT 4 AGRESSO"
"ULB",112,"ULB"
"Kender Thijssen",112,"KENDER THIJSSEN"
"SAP UK",112,"SAP UK"
"Outback Steakhouse",112,"OUTBACK STEAKHOUSE"
"Hi3G Access AB",112,"HI3G ACCESS AB"
"General Electric Inf",112,"GENERAL ELECTRIC INF"
"Kofax Image Products",112,"KOFAX IMAGE PRODUCTS"
"Naval Surface Warfar",112,"NAVAL SURFACE WARFAR"
"Carter & Burgess",112,"CARTER & BURGESS"
"The Methodist Hospit",112,"THE METHODIST HOSPIT"
"BBC Technology",112,"BBC TECHNOLOGY"
"USA Today",112,"USA TODAY"
"Development Dimensio",112,"DEVELOPMENT DIMENSIO"
"Rexel",112,"REXEL"
"Oracle Belgium",112,"ORACLE BELGIUM"
"Monster Cable Produc",112,"MONSTER CABLE PRODUC"
"API",112,"API"
"MTV Networks Europe",112,"MTV NETWORKS EUROPE"
"DHL Solutions",112,"DHL SOLUTIONS"
"AEG",112,"AEG"
"Beyond.com",112,"BEYOND"
"Akzo Nobel Coatings",112,"AKZO NOBEL COATINGS"
"NOAA",112,"NOAA"
"Concerto Software",112,"CONCERTO SOFTWARE"
"Trianz",112,"TRIANZ"
"ZLB Behring",112,"ZLB BEHRING"
"First Health",112,"FIRST HEALTH"
"USWeb",112,"USWEB"
"Emdeon",112,"EMDEON"
